day,hour,ip,graph_type,colormap,marker,size,score
20170623,16:50:51,177.139.217.186,constant,YlOrRd,^,100,1
20170623,16:50:57,177.139.217.186,linearIncrease,Greys,o,300,-1
20170623,16:50:57,177.139.217.186,linearIncrease,YlOrRd,o,300,1
20170623,16:51:03,177.139.217.186,constant,GnBu,o,300,1
20170623,16:51:03,177.139.217.186,constant,YlOrRd,o,300,-1
20170623,16:51:07,177.139.217.186,constant,Greys,^,750,1
20170623,16:51:07,177.139.217.186,constant,Greys,^,100,-1
20170623,16:51:12,177.139.217.186,constant,Greys,v,750,1
20170623,16:51:12,177.139.217.186,constant,Greys,o,750,-1
20170623,16:51:15,177.139.217.186,linearIncrease,YlOrRd,o,100,-1
20170623,16:51:15,177.139.217.186,linearIncrease,YlOrRd,o,300,1
20170623,16:51:23,177.139.217.186,linearIncrease,YlOrRd,^,750,1
20170623,16:51:23,177.139.217.186,linearIncrease,YlOrRd,v,750,-1
20170623,16:51:26,177.139.217.186,linearDecrease,Greys,^,750,-1
20170623,16:51:26,177.139.217.186,linearDecrease,YlOrRd,^,750,1
20170623,16:51:30,177.139.217.186,constant,Greys,o,100,-1
20170623,16:51:30,177.139.217.186,constant,GnBu,o,100,1
20170623,16:51:34,177.139.217.186,linearIncrease,GnBu,v,750,1
20170623,16:51:34,177.139.217.186,linearIncrease,GnBu,^,750,-1
20170623,16:51:38,177.139.217.186,linearDecrease,GnBu,o,100,-1
20170623,16:51:38,177.139.217.186,linearDecrease,GnBu,^,100,1
20170623,16:51:42,177.139.217.186,constant,YlOrRd,v,300,1
20170623,16:51:42,177.139.217.186,constant,YlOrRd,^,300,-1
20170623,16:51:46,177.139.217.186,constant,GnBu,^,300,1
20170623,16:51:46,177.139.217.186,constant,GnBu,^,100,-1
20170623,16:51:49,177.139.217.186,linearIncrease,YlOrRd,v,100,1
20170623,16:51:49,177.139.217.186,linearIncrease,YlOrRd,o,100,-1
20170623,16:51:52,177.139.217.186,linearDecrease,Greys,v,100,-1
20170623,16:51:52,177.139.217.186,linearDecrease,YlOrRd,v,100,1
20170623,16:51:55,177.139.217.186,linearDecrease,YlOrRd,v,100,-1
20170623,16:51:55,177.139.217.186,linearDecrease,YlOrRd,v,750,1
20170623,16:51:59,177.139.217.186,linearDecrease,GnBu,v,300,1
20170623,16:51:59,177.139.217.186,linearDecrease,Greys,v,300,-1
20170623,16:53:01,177.139.217.186,linearIncrease,GnBu,v,750,-1
20170623,16:53:01,177.139.217.186,linearIncrease,YlOrRd,v,750,1
20170623,16:53:11,177.139.217.186,constant,Greys,o,300,1
20170623,16:53:11,177.139.217.186,constant,Greys,o,750,-1
20170623,16:53:21,177.139.217.186,linearIncrease,Greys,^,750,-1
20170623,16:53:21,177.139.217.186,linearIncrease,Greys,^,300,1
20170623,16:53:32,177.139.217.186,constant,GnBu,v,100,-1
20170623,16:53:32,177.139.217.186,constant,YlOrRd,v,100,1
20170623,16:53:39,177.139.217.186,linearDecrease,Greys,^,300,-1
20170623,16:53:39,177.139.217.186,linearDecrease,YlOrRd,^,300,1
20170623,16:53:58,177.139.217.186,linearDecrease,YlOrRd,o,300,-1
20170623,16:53:58,177.139.217.186,linearDecrease,YlOrRd,o,100,1
20170623,16:54:04,177.139.217.186,linearIncrease,GnBu,o,100,-1
20170623,16:54:04,177.139.217.186,linearIncrease,GnBu,^,100,1
20170623,16:54:09,177.139.217.186,linearIncrease,GnBu,^,300,1
20170623,16:54:09,177.139.217.186,linearIncrease,Greys,^,300,-1
20170623,16:54:14,177.139.217.186,constant,YlOrRd,o,300,-1
20170623,16:54:14,177.139.217.186,constant,YlOrRd,v,300,1
20170623,16:54:19,177.139.217.186,constant,GnBu,v,750,1
20170623,16:54:19,177.139.217.186,constant,Greys,v,750,-1
20170623,16:54:23,177.139.217.186,linearIncrease,Greys,o,750,-1
20170623,16:54:23,177.139.217.186,linearIncrease,GnBu,o,750,1
20170623,16:54:26,177.139.217.186,constant,YlOrRd,v,750,1
20170623,16:54:26,177.139.217.186,constant,YlOrRd,o,750,-1
20170623,16:54:29,177.139.217.186,linearDecrease,Greys,o,750,-1
20170623,16:54:29,177.139.217.186,linearDecrease,Greys,v,750,1
20170623,16:54:35,177.139.217.186,linearIncrease,Greys,o,750,-1
20170623,16:54:35,177.139.217.186,linearIncrease,GnBu,o,750,1
20170623,16:54:38,177.139.217.186,linearIncrease,YlOrRd,o,100,1
20170623,16:54:38,177.139.217.186,linearIncrease,Greys,o,100,-1
20170623,16:54:41,177.139.217.186,linearDecrease,GnBu,o,750,-1
20170623,16:54:41,177.139.217.186,linearDecrease,GnBu,^,750,1
20170623,16:54:45,177.139.217.186,linearIncrease,Greys,v,750,-1
20170623,16:54:45,177.139.217.186,linearIncrease,YlOrRd,v,750,1
20170623,16:54:50,177.139.217.186,linearDecrease,GnBu,^,300,1
20170623,16:54:50,177.139.217.186,linearDecrease,GnBu,o,300,-1
20170623,16:55:07,177.139.217.186,linearIncrease,YlOrRd,o,750,1
20170623,16:55:07,177.139.217.186,linearIncrease,GnBu,o,750,-1
20170623,16:55:13,177.139.217.186,linearDecrease,GnBu,o,100,1
20170623,16:55:13,177.139.217.186,linearDecrease,Greys,o,100,-1
